Anio;Trimestre;Provincia;Accesos por cada 100 hogares;Dia;Mes
2015;3;Santiago Del Estero;17.11882253;1;8
2015;3;Tierra Del Fuego;74.85845784;1;8
2015;3;Tucumán;36.61035953;1;8
2015;2;Buenos Aires;56.80280561;1;5
2015;2;Capital Federal;116.0662709;1;5
2015;2;Catamarca;25.45341804;1;5
2015;2;Chaco;27.46453939;1;5
2015;2;Chubut;36.5824672;1;5
2015;2;Córdoba;55.86916351;1;5
2015;2;Corrientes;29.58401267;1;5
2015;2;Entre Ríos;42.93197902;1;5
2015;2;Formosa;18.36026721;1;5
2015;2;Jujuy;20.28721908;1;5
2015;2;La Pampa;56.70766523;1;5
2015;2;La Rioja;16.88319098;1;5
2015;2;Mendoza;32.49199583;1;5
2015;2;Misiones;27.34768245;1;5
2015;2;Neuquén;53.11733659;1;5
2015;2;Río Negro;45.97612013;1;5
2015;2;Salta;30.46112384;1;5
2015;2;San Juan;27.64305342;1;5
2015;2;San Luis;9.707971837;1;5
2015;2;Santa Cruz;27.07224503;1;5
2015;2;Santa Fe;51.17653891;1;5
2015;2;Santiago Del Estero;17.11056663;1;5
2015;2;Tierra Del Fuego;74.50787432;1;5
2015;2;Tucumán;35.68770561;1;5
2015;1;Buenos Aires;56.37048433;1;2
2015;1;Capital Federal;114.8969971;1;2
2015;1;Catamarca;25.10946633;1;2
2015;1;Chaco;26.64959122;1;2
2015;1;Chubut;37.61278069;1;2
2015;1;Córdoba;54.6973465;1;2
2015;1;Corrientes;28.95019128;1;2
2015;1;Entre Ríos;42.06519337;1;2
2015;1;Formosa;18.12270367;1;2
2015;1;Jujuy;19.68971363;1;2
2015;1;La Pampa;55.50803233;1;2
2015;1;La Rioja;16.70320179;1;2
2015;1;Mendoza;32.36588756;1;2
2015;1;Misiones;26.30560411;1;2
2015;1;Neuquén;51.95443674;1;2
2015;1;Río Negro;45.32694907;1;2
2015;1;Salta;30.00978823;1;2
2015;1;San Juan;27.55319276;1;2
2015;1;San Luis;9.716048964;1;2
2015;1;Santa Cruz;27.99486394;1;2
2015;1;Santa Fe;50.24449476;1;2
2015;1;Santiago Del Estero;17.05581699;1;2
2015;1;Tierra Del Fuego;74.2349517;1;2
2015;1;Tucumán;35.07860689;1;2
2014;4;Buenos Aires;56.09433653;1;11
2014;4;Capital Federal;114.8967655;1;11
2014;4;Catamarca;25.51377908;1;11
2014;4;Chaco;21.8707832;1;11
2014;4;Chubut;40.24927468;1;11
2014;4;Córdoba;54.69689679;1;11
2014;4;Corrientes;23.56243099;1;11
2014;4;Entre Ríos;36.02547085;1;11
2014;4;Formosa;17.95631136;1;11
2014;4;Jujuy;19.59941818;1;11
2014;4;La Pampa;51.27313345;1;11
2014;4;La Rioja;17.01075089;1;11
2014;4;Mendoza;32.63838188;1;11
2014;4;Misiones;24.16243061;1;11
2014;4;Neuquén;52.5549897;1;11
2014;4;Río Negro;45.47806275;1;11
2014;4;Salta;29.53486162;1;11
2014;4;San Juan;28.03714571;1;11
2014;4;San Luis;9.786393366;1;11
2014;4;Santa Cruz;27.80267897;1;11
2014;4;Santa Fe;49.99962302;1;11
2014;4;Santiago Del Estero;17.26920158;1;11
2014;4;Tierra Del Fuego;66.13781947;1;11
2014;4;Tucumán;35.32087517;1;11
2014;3;Buenos Aires;56.75473916;1;8
2014;3;Capital Federal;113.8005123;1;8
2014;3;Catamarca;24.70612131;1;8
2014;3;Chaco;21.11266671;1;8
2014;3;Chubut;40.59867094;1;8
2014;3;Córdoba;54.23361028;1;8
2014;3;Corrientes;22.78753504;1;8
2014;3;Entre Ríos;34.98164733;1;8
2014;3;Formosa;17.77131483;1;8
2014;3;Jujuy;18.36853422;1;8
2014;3;La Pampa;55.78120174;1;8
2014;3;La Rioja;16.50671327;1;8
2014;3;Mendoza;32.31317956;1;8
2014;3;Misiones;23.56735695;1;8
2014;3;Neuquén;56.39541103;1;8
2014;3;Río Negro;46.19618716;1;8
2014;3;Salta;29.22268435;1;8
2014;3;San Juan;27.85424448;1;8
2014;3;San Luis;9.71121076;1;8
2014;3;Santa Cruz;28.2319429;1;8
2014;3;Santa Fe;49.19588445;1;8
2014;3;Santiago Del Estero;16.49220391;1;8
2014;3;Tierra Del Fuego;65.68610204;1;8
2014;3;Tucumán;33.94375582;1;8
2014;2;Buenos Aires;55.06141695;1;5
2014;2;Capital Federal;113.1433525;1;5
2014;2;Catamarca;24.70311886;1;5
2014;2;Chaco;20.95799637;1;5
2014;2;Chubut;41.41020982;1;5
2014;2;Córdoba;53.44812612;1;5
2014;2;Corrientes;22.575613;1;5
2014;2;Entre Ríos;34.68743237;1;5
2014;2;Formosa;17.54041175;1;5
2014;2;Jujuy;18.706061;1;5
2014;2;La Pampa;49.70759616;1;5
2014;2;La Rioja;16.50256482;1;5
2014;2;Mendoza;32.09823815;1;5
2014;2;Misiones;23.3677476;1;5
2014;2;Neuquén;50.84274906;1;5
2014;2;Río Negro;45.33491032;1;5
2014;2;Salta;28.914594;1;5
2014;2;San Juan;27.78269782;1;5
2014;2;San Luis;9.7179102;1;5
2014;2;Santa Cruz;29.37700715;1;5
2014;2;Santa Fe;48.39035139;1;5
2014;2;Santiago Del Estero;16.69556735;1;5
2014;2;Tierra Del Fuego;64.35604517;1;5
2014;2;Tucumán;33.94452689;1;5
2014;1;Buenos Aires;54.57007288;1;2
2014;1;Capital Federal;112.2541228;1;2
2014;1;Catamarca;24.25175125;1;2
2014;1;Chaco;20.71853886;1;2
2014;1;Chubut;41.23521808;1;2
2014;1;Córdoba;52.51784754;1;2
2014;1;Corrientes;22.31671671;1;2
2014;1;Entre Ríos;34.36712182;1;2
2014;1;Formosa;17.41845108;1;2
2014;1;Jujuy;18.41535245;1;2
2014;1;La Pampa;48.42532104;1;2
2014;1;La Rioja;16.29410482;1;2
2014;1;Mendoza;31.91312299;1;2
2014;1;Misiones;23.13653865;1;2
2014;1;Neuquén;49.79160519;1;2
2014;1;Río Negro;44.91395713;1;2
2014;1;Salta;28.69955951;1;2
2014;1;San Juan;27.59549302;1;2
2014;1;San Luis;9.347207842;1;2
2014;1;Santa Cruz;28.93909306;1;2
2014;1;Santa Fe;47.84766257;1;2
2014;1;Santiago Del Estero;16.3099235;1;2
2014;1;Tierra Del Fuego;63.96592557;1;2
2014;1;Tucumán;33.42097479;1;2
