Anio;Trimestre;Provincia;Penetracion;Tecnologia;Dia;Mes;Fecha
2017;4;Santa Cruz;28.91249288;Internet;1;10;1-10-2017
2017;4;Santa Fe;61.71277122;Internet;1;10;1-10-2017
2017;4;Santiago Del Estero;29.12638611;Internet;1;10;1-10-2017
2017;4;Tierra Del Fuego;59.89413596;Internet;1;10;1-10-2017
2017;4;Tucumán;39.89687352;Internet;1;10;1-10-2017
2018;1;Buenos Aires;62.62621166;Internet;1;1;1-1-2018
2018;1;Capital Federal;106.2356717;Internet;1;1;1-1-2018
2018;1;Catamarca;32.79361614;Internet;1;1;1-1-2018
2018;1;Chaco;30.82992765;Internet;1;1;1-1-2018
2018;1;Chubut;53.71560488;Internet;1;1;1-1-2018
2018;1;Córdoba;63.51716965;Internet;1;1;1-1-2018
2018;1;Corrientes;32.66346087;Internet;1;1;1-1-2018
2018;1;Entre Ríos;48.68120242;Internet;1;1;1-1-2018
2018;1;Formosa;21.40431026;Internet;1;1;1-1-2018
2018;1;Jujuy;23.12126088;Internet;1;1;1-1-2018
2018;1;La Pampa;71.75163692;Internet;1;1;1-1-2018
2018;1;La Rioja;51.44351011;Internet;1;1;1-1-2018
2018;1;Mendoza;37.0721511;Internet;1;1;1-1-2018
2018;1;Misiones;30.95673588;Internet;1;1;1-1-2018
2018;1;Neuquén;61.51739035;Internet;1;1;1-1-2018
2018;1;Río Negro;49.81686131;Internet;1;1;1-1-2018
2018;1;Salta;39.77559163;Internet;1;1;1-1-2018
2018;1;San Juan;32.60917745;Internet;1;1;1-1-2018
2018;1;San Luis;15.14879035;Internet;1;1;1-1-2018
2018;1;Santa Cruz;33.5527599;Internet;1;1;1-1-2018
2018;1;Santa Fe;62.28199844;Internet;1;1;1-1-2018
2018;1;Santiago Del Estero;34.98826945;Internet;1;1;1-1-2018
2018;1;Tierra Del Fuego;65.19963702;Internet;1;1;1-1-2018
2018;1;Tucumán;41.17600939;Internet;1;1;1-1-2018
2018;2;Buenos Aires;62.78226651;Internet;1;4;1-4-2018
2018;2;Capital Federal;106.5349413;Internet;1;4;1-4-2018
2018;2;Catamarca;32.85750087;Internet;1;4;1-4-2018
2018;2;Chaco;31.251705;Internet;1;4;1-4-2018
2018;2;Chubut;54.90230334;Internet;1;4;1-4-2018
2018;2;Córdoba;63.27436612;Internet;1;4;1-4-2018
2018;2;Corrientes;33.80975391;Internet;1;4;1-4-2018
2018;2;Entre Ríos;49.20261187;Internet;1;4;1-4-2018
2018;2;Formosa;29.43422652;Internet;1;4;1-4-2018
2018;2;Jujuy;23.43220273;Internet;1;4;1-4-2018
2018;2;La Pampa;71.04033787;Internet;1;4;1-4-2018
2018;2;La Rioja;50.97789074;Internet;1;4;1-4-2018
2018;2;Mendoza;36.97287272;Internet;1;4;1-4-2018
2018;2;Misiones;31.63090768;Internet;1;4;1-4-2018
2018;2;Neuquén;60.23679161;Internet;1;4;1-4-2018
2018;2;Río Negro;50.14789462;Internet;1;4;1-4-2018
2018;2;Salta;39.9371921;Internet;1;4;1-4-2018
2018;2;San Juan;32.94664885;Internet;1;4;1-4-2018
